"run_id","family","hypothesis","version","midgain_db","lower_cutoff_hz","upper_cutoff_hz","gain_at_10hz_relative_to_midband_db","gain_at_20khz_relative_to_midband_db","low_slope_1hz_10hz_db_dec","high_slope_100k_1meg_db_dec","passband_ripple_db","ac_nrmse","tran_nrmse","output_center","out_pp","worst_power_w","estimated_area_p","complexity_note","weighted_ac_nrmse","weighted_tran_nrmse","area_ratio_vs_current","power_ratio_vs_current","bandwidth_penalty","rolloff_penalty","low_frequency_shape_penalty","lf_rolloff_pressure_penalty","complexity_penalty","score","decision","notes","log_scan"
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin33n_c12_47n_cout10n_ch27p_r11k_c180p_ft175k","40.06063","22.076954","20119.1314","-9.282283","-2.968942","45.1966","-83.5328","9.284853","0.117091905983","0.019307553314","2.498207","0.200902","6.231178851215e-5","1.136181e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.8589524","0.40675435","0.62399292","0.95610652","0","0","2.0940945","0.14803403","0.02","5.10793472","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin33n_c12_47n_cout10n_ch28p_r11k_c180p_ft175k","40.060404","22.076013","19842.914764","-9.282068","-3.041002","45.1966","-83.6902","9.284752","0.115344793255","0.019740316028","2.498207","0.200894","6.231178840921e-5","1.136206e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.84613609","0.41587141","0.62400633","0.95610652","0.03141705","0","2.0940227","0.14803414","0.02","5.13559424","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin33n_c12_56n_cout4p7n_ch27p_r11k_c180p_ft175k","40.06065","22.558024","20119.305457","-9.859177","-2.968897","49.3493","-83.5329","9.861691","0.113974459776","0.018608822918","2.498357","0.200881","6.231266492396e-5","1.181361e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.83608372","0.39203412","0.64880569","0.95611997","0","0","2.2863925","0.10650729","0.02","5.24594329","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin33n_c12_56n_cout4p7n_ch28p_r11k_c180p_ft175k","40.060426","22.557073","19843.08814","-9.858964","-3.040957","49.3493","-83.6902","9.861587","0.112178804536","0.019039633804","2.498357","0.200873","6.231266483257e-5","1.181385e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.82291131","0.40111006","0.6488191","0.95611997","0.03138237","0","2.2863215","0.1065074","0.02","5.27317171","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin33n_c12_56n_cout6p8n_ch27p_r11k_c180p_ft175k","40.060758","21.707249","20118.919857","-9.108587","-2.968997","46.9968","-83.5329","9.111218","0.116055649956","0.019288397966","2.498311","0.200847","6.231264863974e-5","1.207004e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.85135073","0.4063508","0.66288862","0.95611972","0","0","2.0361957","0.13003238","0.02","5.06293794","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin33n_c12_56n_cout6p8n_ch28p_r11k_c180p_ft175k","40.060535","21.706339","19842.700461","-9.108374","-3.041058","46.9968","-83.6902","9.11112","0.114292696151","0.019721144011","2.498311","0.200839","6.231264853475e-5","1.207028e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.83841821","0.41546751","0.66290203","0.95611972","0.03145991","0","2.0361248","0.13003249","0.02","5.09052466","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin33n_c12_56n_cout10n_ch27p_r11k_c180p_ft175k","40.060814","21.257074","20118.729424","-8.68573","-2.969047","44.2949","-83.5329","8.688421","0.118343443271","0.019779834402","2.498213","0.200929","6.231260675532e-5","1.246078e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.86813332","0.41670395","0.68434831","0.95611907","0","0","1.89524327","0.15705112","0.02","4.99759904","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin33n_c12_56n_cout10n_ch28p_r11k_c180p_ft175k","40.06059","21.256145","19842.508677","-8.685517","-3.041107","44.2949","-83.6902","8.688323","0.116615080198","0.020213784894","2.498213","0.200921","6.231260665038e-5","1.246102e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.85545455","0.42584603","0.68436172","0.95611907","0.03149826","0","1.8951724","0.15705122","0.02","5.02550326","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin33n_c12_68n_cout4p7n_ch27p_r11k_c180p_ft175k","40.060804","21.931325","20118.99339","-9.33884","-2.968978","48.2206","-83.5329","9.341442","0.115050045893","0.019044869044","2.498371","0.200878","6.231406760754e-5","1.32789e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.84397391","0.40122035","0.72927954","0.95614149","0","0","2.1129466","0.11779421","0.02","5.1813561","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin33n_c12_68n_cout4p7n_ch28p_r11k_c180p_ft175k","40.060582","21.930391","19842.772915","-9.338629","-3.041039","48.2206","-83.6902","9.341345","0.113271440678","0.01947684584","2.498371","0.20087","6.23140675194e-5","1.327914e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.83092657","0.41032085","0.72929296","0.95614149","0.03144542","0","2.1128763","0.11779431","0.02","5.2087979","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin33n_c12_68n_cout6p8n_ch27p_r11k_c180p_ft175k","40.060912","21.046436","20118.607909","-8.588251","-2.969078","45.8681","-83.5329","8.590976","0.117352761414","0.019725563326","2.498317","0.200879","6.231405040561e-5","1.353532e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.86086596","0.41556061","0.74336247","0.95614123","0","0","1.8627504","0.14131932","0.02","4.99999999","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin33n_c12_68n_cout6p8n_ch28p_r11k_c180p_ft175k","40.060691","21.045539","19842.38517","-8.58804","-3.041139","45.8681","-83.6902","8.590879","0.115609587039","0.020159370685","2.498317","0.20087","6.231405032012e-5","1.353557e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.84807854","0.42469968","0.74337588","0.95614122","0.03152297","0","1.86268013","0.14131942","0.02","5.02781784","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin33n_c12_68n_cout10n_ch27p_r11k_c180p_ft175k","40.060967","20.573064","20118.417368","-8.165395","-2.969128","43.1662","-83.5329","8.16818","0.119821518894","0.020217182367","2.498214","0.200973","6.231400592101e-5","1.392607e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.87897606","0.4259176","0.76482216","0.95614054","0","0","1.72179823","0.16833807","0.02","4.93599267","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin33n_c12_68n_cout10n_ch28p_r11k_c180p_ft175k","40.060746","20.572148","19842.193389","-8.165184","-3.041189","43.1662","-83.6902","8.168086","0.118114784235","0.02065213937","2.498214","0.200964","6.231400581657e-5","1.392631e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.86645594","0.43508089","0.76483558","0.95614054","0.03156132","0","1.72172803","0.16833817","0.02","4.96414048","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin47n_c12_33n_cout4p7n_ch27p_r11k_c180p_ft175k","40.060653","21.420892","20118.224972","-9.902533","-2.969178","50.7891","-83.5328","9.905426","0.113027483179","0.0187249296","2.498319","0.200866","6.231092402225e-5","1.071464e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.82913697","0.39448015","0.5884503","0.95609325","0","0","2.30084437","0.0921091","0.02","5.18111415","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin47n_c12_33n_cout4p7n_ch28p_r11k_c180p_ft175k","40.060417","21.420021","19842.010008","-9.902309","-3.041236","50.7891","-83.6901","9.905322","0.111216545187","0.019156115926","2.498319","0.200858","6.231092385596e-5","1.071489e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.81585245","0.403564","0.58846371","0.95609325","0.031598","0","2.3007697","0.09210921","0.02","5.20845033","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin47n_c12_33n_cout6p8n_ch27p_r11k_c180p_ft175k","40.060761","20.579178","20117.84016","-9.151935","-2.969278","48.4366","-83.5328","9.154965","0.114923927124","0.019407252375","2.498275","0.200805","6.231090681187e-5","1.097107e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.84304874","0.40885472","0.60253323","0.95609299","0","0","2.05064513","0.11563411","0.02","4.99680892","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin47n_c12_33n_cout6p8n_ch28p_r11k_c180p_ft175k","40.060526","20.578314","19841.622348","-9.151712","-3.041336","48.4366","-83.6901","9.154863","0.113143346245","0.019840287499","2.498275","0.200796","6.231090664354e-5","1.097131e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.82998691","0.41797752","0.60254664","0.95609299","0.03167553","0","2.05057057","0.11563422","0.02","5.02448437","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin47n_c12_33n_cout10n_ch27p_r11k_c180p_ft175k","40.060816","20.134877","20117.649241","-8.729074","-2.969328","45.7347","-83.5328","8.732174","0.11705641233","0.01990312855","2.498191","0.200873","6.231086770433e-5","1.136181e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.85869203","0.4193014","0.62399292","0.95609239","0","0","1.90969123","0.14265279","0.02","4.93042277","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin47n_c12_33n_cout10n_ch28p_r11k_c180p_ft175k","40.060581","20.13403","19841.430573","-8.72885","-3.041386","45.7347","-83.6901","8.732075","0.115308765162","0.020337257358","2.498191","0.200864","6.23108675353e-5","1.136206e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.8458718","0.42844724","0.62400633","0.95609239","0.03171389","0","1.90961667","0.1426529","0.02","4.95840121","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin47n_c12_47n_cout4p7n_ch27p_r11k_c180p_ft175k","40.061219","18.901264","20116.846789","-8.299436","-2.969536","49.3495","-83.5328","8.302841","0.114936576718","0.019973950527","2.498352","0.200899","6.231163387741e-5","1.242415e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.84314153","0.42079341","0.68233646","0.95610415","0","0","1.76647883","0.1065054","0.02","4.79535979","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin47n_c12_47n_cout4p7n_ch28p_r11k_c180p_ft175k","40.060992","18.900493","19840.619248","-8.299221","-3.041596","49.3494","-83.6902","8.302754","0.113156190241","0.020408285176","2.498352","0.20089","6.231163377527e-5","1.242439e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.83008113","0.42994359","0.68234988","0.95610415","0.03187615","0","1.76640693","0.10650551","0.02","4.82326734","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin47n_c12_47n_cout6p8n_ch27p_r11k_c180p_ft175k","40.061327","17.959546","20116.461513","-7.548844","-2.969636","46.997","-83.5328","7.552416","0.117292601454","0.020659346619","2.498313","0.200826","6.231161795805e-5","1.268057e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.86042465","0.43523273","0.69641939","0.9561039","0","0","1.51628137","0.13003047","0.02","4.6144925","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin47n_c12_47n_cout6p8n_ch28p_r11k_c180p_ft175k","40.0611","17.958808","19840.231545","-7.548629","-3.041696","46.9969","-83.6902","7.552334","0.115548521767","0.021095253946","2.498314","0.200822","6.231161785451e-5","1.268082e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.84763058","0.44441603","0.6964328","0.9561039","0.03195369","0","1.51620953","0.13003058","0.02","4.64277712","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin47n_c12_47n_cout10n_ch27p_r11k_c180p_ft175k","40.061382","17.447706","20116.271103","-7.125986","-2.969686","44.2951","-83.5328","7.129646","0.119794563772","0.021154602536","2.498215","0.200901","6.231157738931e-5","1.307131e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.87877832","0.44566634","0.71787908","0.95610328","0","0","1.37532853","0.15704919","0.02","4.55080475","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
"run_009","low_frequency_rolloff_pressure","Push the existing input, interstage, and output coupling poles upward around the run-8 operating point to test whether stronger low-frequency rolloff can improve assignment alignment without collapsing overall relaxed PPA.","bjt2_autotopo_lfrp_rc125k_re4p05k_rb4p7m_cin47n_c12_47n_cout10n_ch28p_r11k_c180p_ft175k","40.061155","17.446978","19840.040247","-7.12577","-3.041746","44.2951","-83.6902","7.129565","0.1180874418","0.021591485496","2.498215","0.200899","6.231157728937e-5","1.307156e+8","no new passive topology; pressures the three existing high-pass coupling poles around the run-8 operating point","0.86625537","0.4548702","0.71789249","0.95610328","0.03199195","0","1.37525673","0.1570493","0.02","4.57941932","rejected_score","valid under relaxed hard gates but lower ranked by transparent relaxed PPA score",""
